image,class,count
1478899466034340023.jpg,trafficLight,4
1478899466606120806.jpg,car,4
1478899466606120806.jpg,pedestrian,16
1478899466606120806.jpg,trafficLight,4
1478899467176712347.jpg,car,4
1478899467176712347.jpg,pedestrian,16
1478899467176712347.jpg,trafficLight,4
1478899467748731272.jpg,car,4
1478899467748731272.jpg,pedestrian,18
1478899467748731272.jpg,trafficLight,4
1478899468321114595.jpg,car,4
1478899468321114595.jpg,pedestrian,16
1478899468321114595.jpg,trafficLight,4
1478899468890635573.jpg,car,4
1478899468890635573.jpg,pedestrian,14
1478899468890635573.jpg,trafficLight,4
1478899469461694102.jpg,car,4
1478899469461694102.jpg,pedestrian,12
1478899469461694102.jpg,trafficLight,4
1478899470034244629.jpg,car,8
1478899470034244629.jpg,pedestrian,8
1478899470034244629.jpg,trafficLight,4
1478899470604520731.jpg,car,8
1478899470604520731.jpg,pedestrian,14
1478899470604520731.jpg,trafficLight,4
1478899471176667712.jpg,car,6
1478899471176667712.jpg,pedestrian,14
1478899471176667712.jpg,trafficLight,4
1478899471747907315.jpg,car,6
1478899471747907315.jpg,pedestrian,10
1478899471747907315.jpg,trafficLight,4
1478899472318984351.jpg,car,6
1478899472318984351.jpg,pedestrian,8
1478899472318984351.jpg,trafficLight,4
1478899472889779817.jpg,car,6
1478899472889779817.jpg,pedestrian,14
1478899472889779817.jpg,trafficLight,4
1478899473461747025.jpg,car,4
1478899473461747025.jpg,pedestrian,14
1478899473461747025.jpg,trafficLight,4
1478899474033486341.jpg,car,8
1478899474033486341.jpg,pedestrian,14
1478899474033486341.jpg,trafficLight,4
1478899474603556015.jpg,car,8
1478899474603556015.jpg,pedestrian,14
1478899474603556015.jpg,trafficLight,4
1478899475174622558.jpg,car,8
1478899475174622558.jpg,pedestrian,14
1478899475174622558.jpg,trafficLight,4
1478899475747102329.jpg,car,8
1478899475747102329.jpg,pedestrian,14
1478899475747102329.jpg,trafficLight,4
1478899476317436991.jpg,car,10
1478899476317436991.jpg,pedestrian,14
1478899476317436991.jpg,trafficLight,4
1478899476888755015.jpg,car,8
1478899476888755015.jpg,pedestrian,16
1478899476888755015.jpg,trafficLight,4
1478899477461596662.jpg,car,6
1478899477461596662.jpg,pedestrian,18
1478899477461596662.jpg,trafficLight,4
1478899478031082103.jpg,car,6
1478899478031082103.jpg,pedestrian,18
1478899478031082103.jpg,trafficLight,4
1478899478602882707.jpg,car,8
1478899478602882707.jpg,pedestrian,22
1478899478602882707.jpg,trafficLight,4
1478899479175083053.jpg,car,4
1478899479175083053.jpg,pedestrian,18
1478899479175083053.jpg,trafficLight,4
1478899479745336678.jpg,car,6
1478899479745336678.jpg,pedestrian,16
1478899479745336678.jpg,trafficLight,4
1478899480317226881.jpg,biker,2
1478899480317226881.jpg,car,4
1478899480317226881.jpg,pedestrian,12
1478899480317226881.jpg,trafficLight,4
1478899480887471739.jpg,biker,2
1478899480887471739.jpg,car,4
1478899480887471739.jpg,pedestrian,20
1478899480887471739.jpg,trafficLight,6
1478899481459849975.jpg,biker,2
1478899481459849975.jpg,car,8
1478899481459849975.jpg,pedestrian,14
1478899481459849975.jpg,trafficLight,6
1478899482031195598.jpg,biker,2
1478899482031195598.jpg,car,8
1478899482031195598.jpg,pedestrian,12
1478899482031195598.jpg,trafficLight,6
1478899482601882947.jpg,biker,2
1478899482601882947.jpg,car,8
1478899482601882947.jpg,pedestrian,20
1478899482601882947.jpg,trafficLight,6
1478899483173873442.jpg,biker,2
1478899483173873442.jpg,car,6
1478899483173873442.jpg,pedestrian,18
1478899483173873442.jpg,trafficLight,6
1478899483743860432.jpg,biker,4
1478899483743860432.jpg,car,6
1478899483743860432.jpg,pedestrian,16
1478899483743860432.jpg,trafficLight,2
1478899484315637000.jpg,biker,4
1478899484315637000.jpg,car,8
1478899484315637000.jpg,pedestrian,16
1478899484315637000.jpg,trafficLight,2
1478899484888005857.jpg,biker,4
1478899484888005857.jpg,car,8
1478899484888005857.jpg,pedestrian,12
1478899484888005857.jpg,trafficLight,2
1478899485458436554.jpg,biker,4
1478899485458436554.jpg,car,6
1478899485458436554.jpg,pedestrian,8
1478899485458436554.jpg,trafficLight,2
1478899486029400881.jpg,biker,2
1478899486029400881.jpg,car,6
1478899486029400881.jpg,pedestrian,6
1478899486029400881.jpg,trafficLight,2
1478899486601516376.jpg,biker,2
1478899486601516376.jpg,car,6
1478899486601516376.jpg,pedestrian,8
1478899486601516376.jpg,trafficLight,2
1478899487172213076.jpg,biker,2
1478899487172213076.jpg,car,6
1478899487172213076.jpg,pedestrian,12
1478899487743654636.jpg,biker,2
1478899487743654636.jpg,car,4
1478899487743654636.jpg,pedestrian,10
1478899488314454755.jpg,biker,2
1478899488314454755.jpg,car,6
1478899488314454755.jpg,pedestrian,8
1478899488886130770.jpg,biker,2
1478899488886130770.jpg,car,12
1478899488886130770.jpg,pedestrian,2
1478899489457486831.jpg,biker,2
1478899489457486831.jpg,car,14
1478899489457486831.jpg,pedestrian,2
1478899490028755098.jpg,biker,2
1478899490028755098.jpg,car,12
1478899490028755098.jpg,pedestrian,2
1478899490600554186.jpg,biker,2
1478899490600554186.jpg,car,14
1478899490600554186.jpg,pedestrian,2
1478899491171564083.jpg,biker,2
1478899491171564083.jpg,car,14
1478899491171564083.jpg,pedestrian,2
1478899491743016099.jpg,biker,2
1478899491743016099.jpg,car,12
1478899491743016099.jpg,pedestrian,2
1478899492314287830.jpg,biker,2
1478899492314287830.jpg,car,16
1478899492314287830.jpg,pedestrian,2
1478899492884803410.jpg,biker,2
1478899492884803410.jpg,car,14
1478899492884803410.jpg,pedestrian,2
1478899493456357335.jpg,biker,2
1478899493456357335.jpg,car,10
1478899494029068600.jpg,biker,2
1478899494029068600.jpg,car,10
1478899494598669401.jpg,biker,2
1478899494598669401.jpg,car,12
1478899495169886103.jpg,biker,2
1478899495169886103.jpg,car,10
1478899495742424685.jpg,biker,2
1478899495742424685.jpg,car,8
1478899496312975442.jpg,biker,2
1478899496312975442.jpg,car,6
1478899496312975442.jpg,pedestrian,4
1478899496884215289.jpg,biker,2
1478899496884215289.jpg,car,8
1478899497455319756.jpg,biker,2
1478899497455319756.jpg,car,8
1478899497455319756.jpg,trafficLight,2
1478899498026279772.jpg,biker,2
1478899498026279772.jpg,car,6
1478899498026279772.jpg,trafficLight,4
1478899498598422490.jpg,biker,2
1478899498598422490.jpg,car,6
1478899498598422490.jpg,trafficLight,4
1478899499169194187.jpg,biker,2
1478899499169194187.jpg,car,12
1478899499169194187.jpg,trafficLight,4
1478899499741166809.jpg,biker,2
1478899499741166809.jpg,car,10
1478899499741166809.jpg,trafficLight,4
1478899500312047022.jpg,biker,2
1478899500312047022.jpg,car,8
1478899500312047022.jpg,pedestrian,2
1478899500312047022.jpg,trafficLight,4
1478899500883092150.jpg,biker,2
1478899500883092150.jpg,car,8
1478899500883092150.jpg,trafficLight,4
1478899501454680558.jpg,biker,2
1478899501454680558.jpg,car,6
1478899501454680558.jpg,trafficLight,4
1478899502025913157.jpg,biker,2
1478899502025913157.jpg,car,8
1478899502025913157.jpg,trafficLight,12
1478899502597370812.jpg,biker,2
1478899502597370812.jpg,car,10
1478899502597370812.jpg,trafficLight,12
1478899503169603538.jpg,biker,2
1478899503169603538.jpg,car,12
1478899503169603538.jpg,trafficLight,12
1478899503739092243.jpg,biker,2
1478899503739092243.jpg,car,10
1478899503739092243.jpg,pedestrian,2
1478899503739092243.jpg,trafficLight,12
1478899504310870659.jpg,biker,2
1478899504310870659.jpg,car,2
1478899504310870659.jpg,pedestrian,8
1478899504310870659.jpg,trafficLight,8
1478899504883181376.jpg,biker,2
1478899504883181376.jpg,pedestrian,12
1478899505453494984.jpg,pedestrian,6
1478899506025121147.jpg,car,6
1478899506595456039.jpg,car,8
1478899507168072654.jpg,car,10
1478899507168072654.jpg,trafficLight,2
1478899507739484202.jpg,car,8
1478899507739484202.jpg,trafficLight,2
1478899508309595694.jpg,car,8
1478899508309595694.jpg,trafficLight,2
1478899508881529416.jpg,car,6
1478899508881529416.jpg,trafficLight,2
1478899509452009977.jpg,car,6
1478899509452009977.jpg,trafficLight,4
1478899510023795888.jpg,car,4
1478899510023795888.jpg,trafficLight,6
1478899510595633554.jpg,car,4
1478899510595633554.jpg,trafficLight,8
1478899511166523042.jpg,car,8
1478899511166523042.jpg,pedestrian,2
1478899511166523042.jpg,trafficLight,6
1478899511166523042.jpg,truck,2
1478899511737647495.jpg,car,6
1478899511737647495.jpg,pedestrian,4
1478899511737647495.jpg,trafficLight,6
1478899511737647495.jpg,truck,2
1478899512310306639.jpg,car,4
1478899512310306639.jpg,pedestrian,4
1478899512310306639.jpg,trafficLight,10
1478899512310306639.jpg,truck,2
1478899512879895127.jpg,car,4
1478899512879895127.jpg,pedestrian,10
1478899512879895127.jpg,trafficLight,10
1478899512879895127.jpg,truck,2
1478899513451670388.jpg,car,2
1478899513451670388.jpg,pedestrian,14
1478899513451670388.jpg,trafficLight,10
1478899513451670388.jpg,truck,2
1478899514023400630.jpg,car,1
1478899514023400630.jpg,pedestrian,7
1478899514023400630.jpg,trafficLight,4
1478899514023400630.jpg,truck,1
1478899514593922808.jpg,car,2
1478899514593922808.jpg,pedestrian,18
1478899514593922808.jpg,trafficLight,6
1478899514593922808.jpg,truck,2
1478899515165401391.jpg,car,2
1478899515165401391.jpg,pedestrian,18
1478899515165401391.jpg,trafficLight,6
1478899515165401391.jpg,truck,2
1478899515736405579.jpg,car,2
1478899515736405579.jpg,pedestrian,16
1478899515736405579.jpg,trafficLight,6
1478899515736405579.jpg,truck,2
1478899516308679730.jpg,car,2
1478899516308679730.jpg,pedestrian,16
1478899516308679730.jpg,trafficLight,6
1478899516308679730.jpg,truck,2
1478899516879142029.jpg,car,2
1478899516879142029.jpg,pedestrian,16
1478899516879142029.jpg,trafficLight,6
1478899516879142029.jpg,truck,2
1478899517450332531.jpg,car,2
1478899517450332531.jpg,pedestrian,16
1478899517450332531.jpg,trafficLight,6
1478899517450332531.jpg,truck,2
1478899518022009257.jpg,car,4
1478899518022009257.jpg,pedestrian,16
1478899518022009257.jpg,trafficLight,6
1478899518022009257.jpg,truck,2
1478899518592859256.jpg,car,4
1478899518592859256.jpg,pedestrian,16
1478899518592859256.jpg,trafficLight,6
1478899518592859256.jpg,truck,2
1478899519164296139.jpg,car,6
1478899519164296139.jpg,pedestrian,16
1478899519164296139.jpg,trafficLight,6
1478899519164296139.jpg,truck,2
1478899519736351167.jpg,car,8
1478899519736351167.jpg,pedestrian,12
1478899519736351167.jpg,trafficLight,6
1478899519736351167.jpg,truck,2
1478899520306672744.jpg,car,8
1478899520306672744.jpg,pedestrian,10
1478899520306672744.jpg,trafficLight,6
1478899520306672744.jpg,truck,2
1478899520878165811.jpg,car,8
1478899520878165811.jpg,pedestrian,8
1478899520878165811.jpg,trafficLight,6
1478899520878165811.jpg,truck,2
1478899521451494531.jpg,car,8
1478899521451494531.jpg,pedestrian,6
1478899521451494531.jpg,trafficLight,6
1478899521451494531.jpg,truck,2
1478899522020523421.jpg,car,6
1478899522020523421.jpg,pedestrian,8
1478899522020523421.jpg,trafficLight,4
1478899522020523421.jpg,truck,2
1478899522592074054.jpg,car,6
1478899522592074054.jpg,pedestrian,8
1478899522592074054.jpg,trafficLight,6
1478899522592074054.jpg,truck,2
1478899523164120031.jpg,car,6
1478899523164120031.jpg,pedestrian,10
1478899523164120031.jpg,trafficLight,6
1478899523164120031.jpg,truck,2
1478899523734306162.jpg,car,8
1478899523734306162.jpg,pedestrian,8
1478899523734306162.jpg,trafficLight,6
1478899523734306162.jpg,truck,2
1478899524306728722.jpg,car,8
1478899524306728722.jpg,pedestrian,6
1478899524306728722.jpg,trafficLight,6
1478899524306728722.jpg,truck,2
1478899524876974242.jpg,car,6
1478899524876974242.jpg,pedestrian,10
1478899524876974242.jpg,trafficLight,6
1478899524876974242.jpg,truck,2
1478899525449021892.jpg,car,6
1478899525449021892.jpg,pedestrian,12
1478899525449021892.jpg,trafficLight,6
1478899525449021892.jpg,truck,2
1478899526019788843.jpg,car,6
1478899526019788843.jpg,pedestrian,12
1478899526019788843.jpg,trafficLight,6
1478899526019788843.jpg,truck,2
1478899526590622511.jpg,car,6
1478899526590622511.jpg,pedestrian,12
1478899526590622511.jpg,trafficLight,6
1478899526590622511.jpg,truck,2
1478899527163334736.jpg,car,4
1478899527163334736.jpg,pedestrian,10
1478899527163334736.jpg,trafficLight,6
1478899527163334736.jpg,truck,2
1478899527733780768.jpg,car,6
1478899527733780768.jpg,pedestrian,10
1478899527733780768.jpg,trafficLight,6
1478899527733780768.jpg,truck,2
1478899528305462116.jpg,car,6
1478899528305462116.jpg,pedestrian,8
1478899528305462116.jpg,trafficLight,6
1478899528305462116.jpg,truck,2
1478899528877122653.jpg,car,6
1478899528877122653.jpg,pedestrian,8
1478899528877122653.jpg,trafficLight,4
1478899528877122653.jpg,truck,2
1478899529447097881.jpg,car,6
1478899529447097881.jpg,pedestrian,6
1478899529447097881.jpg,trafficLight,4
1478899529447097881.jpg,truck,2
1478899530019427320.jpg,car,6
1478899530019427320.jpg,pedestrian,4
1478899530019427320.jpg,trafficLight,4
1478899530019427320.jpg,truck,2
1478899530591969085.jpg,car,6
1478899530591969085.jpg,pedestrian,6
1478899530591969085.jpg,trafficLight,4
1478899530591969085.jpg,truck,2
1478899531161362572.jpg,car,3
1478899531161362572.jpg,pedestrian,2
1478899531161362572.jpg,trafficLight,2
1478899531161362572.jpg,truck,1
1478899531733171608.jpg,car,6
1478899531733171608.jpg,pedestrian,4
1478899531733171608.jpg,trafficLight,2
1478899531733171608.jpg,truck,2
1478899532303729034.jpg,car,6
1478899532303729034.jpg,pedestrian,4
1478899532303729034.jpg,trafficLight,2
1478899532874976162.jpg,car,6
1478899532874976162.jpg,pedestrian,4
1478899533447027342.jpg,car,8
1478899533447027342.jpg,pedestrian,4
1478899534017628406.jpg,car,8
1478899534017628406.jpg,pedestrian,2
1478899534589422729.jpg,car,8
1478899535160098859.jpg,car,6
1478899536303697697.jpg,car,2
1478899536874089055.jpg,car,6
1478899537445438669.jpg,car,10
1478899537445438669.jpg,pedestrian,2
1478899538017581724.jpg,car,14
1478899538017581724.jpg,pedestrian,4
1478899538587987571.jpg,car,18
1478899538587987571.jpg,pedestrian,2
1478899539159825292.jpg,car,18
1478899539159825292.jpg,pedestrian,4
1478899539732544236.jpg,car,22
1478899539732544236.jpg,pedestrian,4
1478899540302336448.jpg,car,24
1478899540302336448.jpg,pedestrian,2
1478899540873438418.jpg,car,18
1478899540873438418.jpg,pedestrian,2
1478899541445019685.jpg,car,18
1478899541445019685.jpg,pedestrian,2
1478899542015734792.jpg,car,20
1478899542015734792.jpg,pedestrian,2
1478899542587682997.jpg,car,24
1478899542587682997.jpg,pedestrian,2
1478899543158243104.jpg,car,22
1478899543158243104.jpg,pedestrian,2
1478899543729743565.jpg,car,20
1478899544301098631.jpg,car,22
1478899544873035689.jpg,car,20
1478899545444044631.jpg,car,14
1478899546014691685.jpg,car,14
1478899546585903162.jpg,car,10
1478899547158871305.jpg,car,10
1478899547728702955.jpg,car,10
1478899548300349627.jpg,car,12
1478899548300349627.jpg,pedestrian,2
1478899548872509509.jpg,car,10
1478899548872509509.jpg,pedestrian,12
1478899549442140756.jpg,car,6
1478899549442140756.jpg,pedestrian,6
1478899550014252922.jpg,car,8
1478899550014252922.jpg,pedestrian,6
1478899550585327428.jpg,car,4
1478899550585327428.jpg,pedestrian,4
1478899551156835104.jpg,car,6
1478899551156835104.jpg,pedestrian,4
1478899551728607148.jpg,car,4
1478899551728607148.jpg,pedestrian,6
1478899552298718066.jpg,car,6
1478899552298718066.jpg,pedestrian,6
1478899552870646396.jpg,car,12
1478899552870646396.jpg,pedestrian,6
1478899553441462824.jpg,car,8
1478899553441462824.jpg,pedestrian,6
1478899554012866935.jpg,car,8
1478899554012866935.jpg,pedestrian,6
1478899554585155627.jpg,car,10
1478899554585155627.jpg,pedestrian,4
1478899555155109625.jpg,car,10
1478899555155109625.jpg,pedestrian,4
1478899555727257211.jpg,car,8
1478899555727257211.jpg,pedestrian,6
1478899556299545653.jpg,car,6
1478899556299545653.jpg,pedestrian,6
1478899556869286562.jpg,car,8
1478899556869286562.jpg,pedestrian,2
1478899557440523244.jpg,car,6
1478899558012712914.jpg,car,8
1478899558012712914.jpg,pedestrian,4
1478899558583114527.jpg,car,6
1478899558583114527.jpg,pedestrian,4
1478899559155101355.jpg,car,6
1478899559155101355.jpg,pedestrian,2
1478899559725738229.jpg,car,12
1478899560297562369.jpg,car,14
1478899560868761050.jpg,car,14
1478899561439721820.jpg,car,14
1478899562011386129.jpg,car,14
1478899562582078965.jpg,car,14
1478899563153544904.jpg,car,14
1478899563725353658.jpg,car,14
1478899564296083829.jpg,car,18
1478899564868292823.jpg,car,14
1478899565440329673.jpg,car,14
1478899566009945317.jpg,car,14
1478899566580913633.jpg,car,20
1478899567153949346.jpg,car,16
1478899567724060244.jpg,car,4
1478899568296019277.jpg,car,2
1478899568866310564.jpg,car,2
1478899569438389040.jpg,car,4
1478899570009708408.jpg,car,8
1478899570009708408.jpg,pedestrian,8
1478899570580755690.jpg,car,18
1478899570580755690.jpg,pedestrian,8
1478899571152480386.jpg,car,22
1478899571152480386.jpg,pedestrian,8
1478899571723053594.jpg,car,24
1478899571723053594.jpg,pedestrian,8
1478899572294089754.jpg,car,22
1478899572294089754.jpg,pedestrian,6
1478899572866671642.jpg,car,22
1478899572866671642.jpg,pedestrian,6
1478899573437087761.jpg,car,18
1478899573437087761.jpg,pedestrian,4
1478899574008389366.jpg,car,20
1478899574008389366.jpg,pedestrian,8
1478899574581544545.jpg,car,18
1478899574581544545.jpg,pedestrian,8
1478899575150384768.jpg,car,22
1478899575150384768.jpg,pedestrian,8
1478899575722242862.jpg,car,18
1478899575722242862.jpg,pedestrian,8
1478899576294818571.jpg,car,18
1478899576294818571.jpg,pedestrian,8
1478899576864447243.jpg,car,20
1478899576864447243.jpg,pedestrian,8
1478899577436217438.jpg,car,20
1478899577436217438.jpg,pedestrian,4
1478899578006671368.jpg,car,18
1478899578006671368.jpg,pedestrian,2
1478899578006671368.jpg,trafficLight,2
1478899578578937040.jpg,car,16
1478899578578937040.jpg,pedestrian,4
1478899578578937040.jpg,trafficLight,2
1478899579149514307.jpg,car,12
1478899579149514307.jpg,pedestrian,2
1478899579149514307.jpg,trafficLight,2
1478899579721011365.jpg,car,10
1478899579721011365.jpg,pedestrian,2
1478899579721011365.jpg,trafficLight,2
1478899580292929990.jpg,car,10
1478899580292929990.jpg,pedestrian,2
1478899580292929990.jpg,trafficLight,2
1478899580863093681.jpg,car,12
1478899580863093681.jpg,pedestrian,4
1478899580863093681.jpg,trafficLight,2
1478899581434639255.jpg,car,12
1478899581434639255.jpg,pedestrian,4
1478899581434639255.jpg,trafficLight,2
1478899582007036879.jpg,car,14
1478899582007036879.jpg,pedestrian,4
1478899582007036879.jpg,trafficLight,2
1478899582577781098.jpg,car,12
1478899582577781098.jpg,pedestrian,4
1478899582577781098.jpg,trafficLight,2
1478899583148961598.jpg,car,16
1478899583148961598.jpg,pedestrian,4
1478899583148961598.jpg,trafficLight,2
1478899583721044660.jpg,car,16
1478899583721044660.jpg,pedestrian,4
1478899583721044660.jpg,trafficLight,2
1478899584291444138.jpg,car,16
1478899584291444138.jpg,pedestrian,4
1478899584291444138.jpg,trafficLight,2
1478899584862874944.jpg,car,16
1478899584862874944.jpg,pedestrian,6
1478899584862874944.jpg,trafficLight,2
1478899585433817433.jpg,car,16
1478899585433817433.jpg,pedestrian,6
1478899585433817433.jpg,trafficLight,2
1478899586005293503.jpg,car,16
1478899586005293503.jpg,pedestrian,4
1478899586005293503.jpg,trafficLight,2
1478899586576728739.jpg,biker,1
1478899586576728739.jpg,car,9
1478899586576728739.jpg,trafficLight,1
1478899587147942041.jpg,car,20
1478899587147942041.jpg,trafficLight,2
1478899587147942041.jpg,truck,2
1478899587719384000.jpg,car,16
1478899587719384000.jpg,trafficLight,2
1478899587719384000.jpg,truck,2
1478899588290245043.jpg,car,18
1478899588290245043.jpg,trafficLight,2
1478899588290245043.jpg,truck,2
1478899588861655963.jpg,car,18
1478899588861655963.jpg,pedestrian,4
1478899588861655963.jpg,trafficLight,2
1478899588861655963.jpg,truck,2
1478899589433408438.jpg,biker,2
1478899589433408438.jpg,car,18
1478899589433408438.jpg,pedestrian,14
1478899589433408438.jpg,trafficLight,4
1478899590004121133.jpg,biker,2
1478899590004121133.jpg,car,14
1478899590004121133.jpg,pedestrian,14
1478899590004121133.jpg,trafficLight,4
1478899590575580632.jpg,car,18
1478899590575580632.jpg,pedestrian,16
1478899590575580632.jpg,trafficLight,4
1478899591148011212.jpg,car,16
1478899591148011212.jpg,pedestrian,16
1478899591148011212.jpg,trafficLight,4
1478899591717959002.jpg,car,16
1478899591717959002.jpg,pedestrian,18
1478899591717959002.jpg,trafficLight,4
1478899592289225139.jpg,car,20
1478899592289225139.jpg,pedestrian,20
1478899592289225139.jpg,trafficLight,4
1478899592862793036.jpg,car,20
1478899592862793036.jpg,pedestrian,16
1478899592862793036.jpg,trafficLight,4
1478899593432183686.jpg,car,10
1478899593432183686.jpg,pedestrian,12
1478899593432183686.jpg,trafficLight,4
1478899594003622756.jpg,car,8
1478899594003622756.jpg,pedestrian,16
1478899594003622756.jpg,trafficLight,4
1478899594575138337.jpg,car,8
1478899594575138337.jpg,pedestrian,16
1478899594575138337.jpg,trafficLight,4
1478899595145594305.jpg,car,8
1478899595145594305.jpg,pedestrian,18
1478899595145594305.jpg,trafficLight,6
1478899595717696124.jpg,car,8
1478899595717696124.jpg,pedestrian,14
1478899595717696124.jpg,trafficLight,6
1478899596288733046.jpg,car,8
1478899596288733046.jpg,pedestrian,10
1478899596288733046.jpg,trafficLight,6
1478899596859987775.jpg,car,10
1478899596859987775.jpg,pedestrian,8
1478899596859987775.jpg,trafficLight,6
1478899597431039916.jpg,car,12
1478899597431039916.jpg,pedestrian,14
1478899597431039916.jpg,trafficLight,6
1478899598002368652.jpg,car,12
1478899598002368652.jpg,pedestrian,16
1478899598002368652.jpg,trafficLight,6
1478899598573956756.jpg,car,14
1478899598573956756.jpg,pedestrian,18
1478899598573956756.jpg,trafficLight,6
1478899599144614733.jpg,car,16
1478899599144614733.jpg,pedestrian,24
1478899599144614733.jpg,trafficLight,6
1478899599716417112.jpg,car,16
1478899599716417112.jpg,pedestrian,26
1478899599716417112.jpg,trafficLight,6
1478899600288778569.jpg,car,10
1478899600288778569.jpg,pedestrian,16
1478899600288778569.jpg,trafficLight,2
1478899600858244760.jpg,car,6
1478899600858244760.jpg,pedestrian,12
1478899600858244760.jpg,trafficLight,2
1478899601429844938.jpg,car,14
1478899601429844938.jpg,pedestrian,8
1478899601429844938.jpg,trafficLight,2
1478899602002399293.jpg,car,22
1478899602002399293.jpg,pedestrian,10
1478899602002399293.jpg,trafficLight,2
1478899602572462373.jpg,car,18
1478899602572462373.jpg,pedestrian,10
1478899602572462373.jpg,trafficLight,2
1478899603144571247.jpg,car,14
1478899603144571247.jpg,pedestrian,8
1478899603144571247.jpg,trafficLight,2
1478899603714923687.jpg,car,10
1478899603714923687.jpg,pedestrian,8
1478899603714923687.jpg,trafficLight,2
1478899604286590545.jpg,car,10
1478899604286590545.jpg,pedestrian,8
1478899604286590545.jpg,trafficLight,2
1478899604858241219.jpg,car,18
1478899604858241219.jpg,trafficLight,2
1478899605429048390.jpg,car,16
1478899605429048390.jpg,pedestrian,12
1478899605429048390.jpg,trafficLight,2
1478899606000926548.jpg,car,14
1478899606000926548.jpg,pedestrian,14
1478899606000926548.jpg,trafficLight,2
1478899606571175726.jpg,car,12
1478899606571175726.jpg,pedestrian,14
1478899606571175726.jpg,trafficLight,2
1478899607143127459.jpg,car,16
1478899607143127459.jpg,pedestrian,14
1478899607143127459.jpg,trafficLight,2
1478899607714846349.jpg,car,10
1478899607714846349.jpg,pedestrian,10
1478899607714846349.jpg,trafficLight,2
1478899608285297425.jpg,car,12
1478899608285297425.jpg,pedestrian,4
1478899608285297425.jpg,trafficLight,2
1478899608856634993.jpg,car,8
1478899608856634993.jpg,pedestrian,8
1478899608856634993.jpg,trafficLight,2
1478899609429234698.jpg,car,4
1478899609429234698.jpg,pedestrian,10
1478899609429234698.jpg,trafficLight,2
1478899609999162986.jpg,car,4
1478899609999162986.jpg,pedestrian,24
1478899609999162986.jpg,trafficLight,2
1478899610571163653.jpg,car,6
1478899610571163653.jpg,pedestrian,34
1478899610571163653.jpg,trafficLight,2
1478899611143036579.jpg,car,6
1478899611143036579.jpg,pedestrian,32
1478899611143036579.jpg,trafficLight,2
1478899611713074447.jpg,car,10
1478899611713074447.jpg,pedestrian,38
1478899611713074447.jpg,trafficLight,2
1478899612284732356.jpg,car,4
1478899612284732356.jpg,pedestrian,34
1478899612284732356.jpg,trafficLight,2
1478899612855774144.jpg,car,6
1478899612855774144.jpg,pedestrian,28
1478899612855774144.jpg,trafficLight,2
1478899613427751252.jpg,car,6
1478899613427751252.jpg,pedestrian,28
1478899613427751252.jpg,trafficLight,2
1478899613999024420.jpg,car,10
1478899613999024420.jpg,pedestrian,34
1478899613999024420.jpg,trafficLight,2
1478899614569509669.jpg,car,12
1478899614569509669.jpg,pedestrian,28
1478899614569509669.jpg,trafficLight,2
1478899615140972310.jpg,car,12
1478899615140972310.jpg,pedestrian,24
1478899615140972310.jpg,trafficLight,2
1478899615711885885.jpg,car,12
1478899615711885885.jpg,pedestrian,26
1478899615711885885.jpg,trafficLight,2
1478899616283401409.jpg,car,12
1478899616283401409.jpg,pedestrian,38
1478899616283401409.jpg,trafficLight,2
1478899616855873970.jpg,car,12
1478899616855873970.jpg,pedestrian,28
1478899616855873970.jpg,trafficLight,2
1478899617425904275.jpg,car,12
1478899617425904275.jpg,pedestrian,28
1478899617425904275.jpg,trafficLight,2
1478899617997669490.jpg,car,8
1478899617997669490.jpg,pedestrian,40
1478899617997669490.jpg,trafficLight,2
1478899618570376846.jpg,car,10
1478899618570376846.jpg,pedestrian,42
1478899618570376846.jpg,trafficLight,2
1478899619139789962.jpg,car,10
1478899619139789962.jpg,pedestrian,42
1478899619139789962.jpg,trafficLight,2
1478899619711375757.jpg,car,10
1478899619711375757.jpg,pedestrian,40
1478899619711375757.jpg,trafficLight,2
1478899620284123429.jpg,car,10
1478899620284123429.jpg,pedestrian,40
1478899620284123429.jpg,trafficLight,2
1478899620853487177.jpg,car,10
1478899620853487177.jpg,pedestrian,40
1478899620853487177.jpg,trafficLight,2
1478899621425948164.jpg,car,10
1478899621425948164.jpg,pedestrian,40
1478899621425948164.jpg,trafficLight,2
1478899621996269312.jpg,car,3
1478899621996269312.jpg,pedestrian,11
1478899621996269312.jpg,trafficLight,1
1478899622568713477.jpg,car,6
1478899622568713477.jpg,pedestrian,18
1478899622568713477.jpg,trafficLight,2
1478899623139081312.jpg,car,6
1478899623139081312.jpg,pedestrian,12
1478899623139081312.jpg,trafficLight,2
1478899623710188784.jpg,car,6
1478899623710188784.jpg,pedestrian,12
1478899623710188784.jpg,trafficLight,2
1478899624282321575.jpg,car,14
1478899624282321575.jpg,pedestrian,18
1478899624282321575.jpg,trafficLight,2
1478899624852778116.jpg,car,14
1478899624852778116.jpg,pedestrian,20
1478899624852778116.jpg,trafficLight,2
1478899625424214348.jpg,car,12
1478899625424214348.jpg,pedestrian,24
1478899625424214348.jpg,trafficLight,2
1478899625996118183.jpg,car,12
1478899625996118183.jpg,pedestrian,18
1478899625996118183.jpg,trafficLight,2
1478899626566494055.jpg,car,12
1478899626566494055.jpg,pedestrian,18
1478899626566494055.jpg,trafficLight,2
1478899627138012861.jpg,car,10
1478899627138012861.jpg,pedestrian,26
